1.50813e28	3.43749e-34	0.	0.	-1.02849e-34	8.52108e-35
2.00419e28	3.73893e-34	0.	0.	-1.11876e-34	8.71261e-35
2.67695e28	4.29226e-34	0.	0.	-1.30224e-34	8.44202e-35
3.62359e28	5.10223e-34	0.	0.	-1.58177e-34	1.27399e-34
4.82547e28	5.83117e-34	0.	0.	-1.82171e-34	1.27295e-34
6.4112e28	6.54071e-34	0.	0.	-2.08605e-34	1.37442e-34
8.52e28	7.32e-34	0.	0.	-2.36692e-34	1.82233e-34
1.13042e29	7.89955e-34	0.	0.	-2.4872e-34	1.92596e-34
1.50883e29	8.25836e-34	0.	0.	-2.05428e-34	2.68886e-34
1.98902e29	9.14758e-34	0.	0.	-1.87225e-34	3.04941e-34
2.58547e29	1.06181e-33	0.	0.	-2.70301e-34	2.97128e-34
3.19477e29	1.33207e-33	0.	0.	-3.8224e-34	2.95154e-34
4.08827e29	1.54051e-33	0.	0.	-4.286e-34	3.38998e-34
5.41801e29	1.62818e-33	0.	0.	-4.08484e-34	6.22386e-34
6.71799e29	2.04278e-33	0.	0.	-5.65771e-34	4.64721e-34
8.70642e29	2.28993e-33	0.	0.	-6.18078e-34	6.06339e-34
1.16316e30	2.39172e-33	0.	0.	-5.78723e-34	8.35195e-34
1.52349e30	2.87836e-33	0.	0.	-8.52764e-34	7.16942e-34
2.00558e30	3.14482e-33	0.	0.	-9.52385e-34	8.60929e-34
2.67202e30	3.35174e-33	0.	0.	-9.18506e-34	9.53351e-34
3.50945e30	3.74587e-33	0.	0.	-1.10527e-33	8.80933e-34
4.68424e30	3.92066e-33	0.	0.	-1.19513e-33	8.75925e-34
6.225e30	4.02267e-33	0.	0.	-1.166e-33	7.73916e-34
8.29926e30	4.19419e-33	0.	0.	-1.27514e-33	9.60817e-34
1.108e31	4.05621e-33	0.	0.	-1.18868e-33	1.0988e-33
1.47211e31	4.03079e-33	0.	0.	-1.16089e-33	9.41767e-34
1.95632e31	3.85181e-33	0.	0.	-1.1432e-33	1.12074e-33
2.58726e31	3.61148e-33	0.	0.	-1.09078e-33	7.71891e-34
3.60114e31	3.24325e-33	0.	0.	-9.61265e-34	6.20729e-34
4.76584e31	2.82224e-33	0.	0.	-8.63989e-34	6.45817e-34
6.34366e31	2.50152e-33	0.	0.	-7.52193e-34	5.01015e-34
8.0212e31	2.22737e-33	0.	0.	-6.70114e-34	5.66397e-34
1.04819e32	1.82922e-33	0.	0.	-5.08863e-34	4.21351e-34
1.41919e32	1.45331e-33	0.	0.	-4.0178e-34	3.59686e-34
2.0153e32	1.10861e-33	0.	0.	-2.8333e-34	3.51881e-34
2.68868e32	8.55067e-34	0.	0.	-2.51159e-34	2.79822e-34
3.75785e32	6.30814e-34	0.	0.	-1.90255e-34	1.60699e-34
4.96523e32	4.44701e-34	0.	0.	-1.20171e-34	1.19455e-34
7.18687e32	2.78371e-34	0.	0.	-7.7101e-35	9.30102e-35
9.59267e32	1.7484e-34	0.	0.	-4.88499e-35	4.97692e-35
1.17041e33	1.24169e-34	0.	0.	-3.6299e-35	3.79678e-35
1.59823e33	7.89615e-35	0.	0.	-2.3957e-35	1.73446e-35
2.25393e33	5.30578e-35	0.	0.	-1.51059e-35	1.52225e-35
2.86114e33	3.09988e-35	0.	0.	-8.65465e-36	1.16514e-35
3.55909e33	2.09888e-35	0.	0.	-6.32788e-36	8.32451e-36
4.5273e33	1.87185e-35	0.	0.	-6.16474e-36	4.44547e-36
5.38071e33	1.64205e-35	0.	0.	-5.37464e-36	3.63415e-36
6.43931e33	1.04263e-35	0.	0.	-2.99945e-36	3.06553e-36
7.55857e33	6.68202e-36	0.	0.	-2.64729e-36	2.50378e-36
8.9421e33	4.57707e-36	0.	0.	-1.78241e-36	1.52929e-36
1.02292e34	2.97026e-36	0.	0.	-1.24023e-36	1.28854e-36
1.29431e34	1.92753e-36	0.	0.	-8.82903e-37	7.38383e-37

